Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth
5400,1.708472389,1.866244018,Emitter_2
5400,1.779176885,2,Emitter_2
5400,1.797098394,2,Emitter_2
5400,1.933396949,1.42810819,Emitter_2
5405.294526,0.347475618,0,Emitter_1
5402.00267,1.862803821,1.885953705,Emitter_2
5400,1.649324555,1.417660529,Emitter_2
5410,0.501817051,0,Emitter_1
5400,1.520960967,2,Emitter_2
5400.196669,1.532966789,1.794763574,Emitter_2
5405.596756,2,1.451637661,Emitter_2
5403.167565,0.616543289,0.155503608,Noise
5400,1.916197486,1.867305974,Emitter_2
5400,1.624328014,1.794189288,Emitter_2
5409.479339,1.258967742,0.729339561,Noise
5410,2,1.759469399,Emitter_2
5404.481835,0.002207006,0.059242112,Noise
5400,1.811865032,1.595406989,Emitter_2
5401.296372,1.664573504,1.740598083,Emitter_2
5408.548215,0.448023894,0.066159089,Emitter_1
5400,1.846162778,1.952570102,Emitter_2
5400,0.469070623,0,Emitter_1
5402.199403,1.793133507,1.70363616,Emitter_2
5404.301566,0.059559509,0,Emitter_1
5407.71061,1.727921876,1.732967409,Emitter_2
5400,0.291876263,0.232866716,Emitter_1
5408.281315,0.677957673,0.146571926,Noise
5400,0.287649081,0,Emitter_1
5409.975237,1.852738499,1.211246066,Noise
5403.755585,0.649543435,0.887356136,Noise
5400,1.682871282,1.616669291,Emitter_2
5400,2,1.719346182,Emitter_2
5407.777084,1.709445896,1.609586142,Emitter_2
5407.079077,0.228571866,0,Emitter_1
5405.50413,1.804580694,0.258297523,Noise
5400,1.815377134,1.565696696,Emitter_2
5400,1.750373599,1.648645473,Emitter_2
5400,0.108888286,0.431972206,Emitter_1
5403.021175,1.813317906,2,Emitter_2
5404.331885,0.143726389,0.490291118,Emitter_1
5400,1.878091811,1.666525973,Emitter_2
5402.63209,0.336490799,1.101551537,Noise
5403.670125,1.616610081,1.734416069,Emitter_2
5400.457707,1.798631673,1.63358759,Emitter_2
5400,0.299465653,0,Emitter_1
5411.284567,1.787048009,2.041615373,Emitter_2
5405.078137,1.86411299,1.385422504,Emitter_2
5410,0.323920531,0,Emitter_1
5402.520696,1.591449574,0.549583787,Noise
5406.807303,0.575120676,0,Emitter_1
5402.556,1.97203162,1.741997748,Emitter_2
5400,0.30865259,0,Emitter_1
5403.834317,1.557071973,1.677778944,Emitter_2
5408.76278,0.569585755,1.876141713,Noise
5403.309598,0.316587208,0,Emitter_1
5400,2,1.462754883,Emitter_2
5410,1.601665145,1.761906221,Emitter_2
5400,1.566809271,2,Emitter_2
5407.89287,0.343147912,0.771577045,Noise
5409.507726,1.467291355,1.832800989,Emitter_2
5404.225324,1.792741652,1.674398793,Emitter_2
5407.5934,2,1.698301575,Emitter_2
5410,1.928639614,1.815385082,Emitter_2
5403.011079,1.088058308,1.245719156,Noise
5402.903475,1.758143527,0.527335361,Noise
5405.509614,0.009926639,0.185136226,Noise
5400,1.630293482,1.488888036,Emitter_2
5410,0.018967266,0.077161118,Emitter_1
5404.437454,1.791113231,1.766330405,Emitter_2
5400,1.902171632,1.430127586,Emitter_2
5402.045114,1.853194347,1.795664234,Emitter_2
5401.420672,1.957370219,1.05513759,Noise
5410,0.238536414,0,Emitter_1
5410,2,1.917289159,Emitter_2
5407.031546,0.061533605,0,Emitter_1
5408.522771,1.997245741,1.768978487,Emitter_2
5410,2,1.824540786,Emitter_2
5400,2,1.889472761,Emitter_2
5400,2,1.768913406,Emitter_2
5410,1.911620337,1.937517096,Emitter_2
5406.930341,0.607561694,0.088294325,Emitter_1
5410,0.599797811,0.211015006,Emitter_1
5410,1.689015065,1.845756338,Emitter_2
5410,0.145238652,0,Emitter_1
5405.34289,1.044793366,1.175261901,Noise
5408.583685,0.171874272,0.121400785,Emitter_1
5410,0.5905064,0,Emitter_1
5404.771674,0.373348575,0.056284835,Emitter_1
5400,0.345745071,0.214485774,Emitter_1
5400,1.473134476,2,Emitter_2
5400,1.958660193,1.772413399,Emitter_2
5400,1.908903062,1.694117114,Emitter_2
5406.077309,1.227109186,0.344226661,Noise
5410,0.233995446,0,Emitter_1
5406.450224,1.750668937,1.799249939,Emitter_2
5410.304388,1.910551262,1.841220642,Emitter_2
5400,0.363143639,0.093966445,Emitter_1
5402.025939,1.967330811,1.757026995,Emitter_2
5401.785729,0.532335735,1.368895973,Noise
5400,1.691377842,1.717271245,Emitter_2
5400.534595,1.953716315,1.742890555,Emitter_2
5401.220671,1.973216174,1.785165855,Emitter_2
5400,1.703736002,1.651173104,Emitter_2
5410,0.531820318,0.069265735,Emitter_1
5411.18125,1.70841388,1.542254073,Emitter_2
5400,0,0.072152166,Emitter_1
5400,1.485305277,1.950551932,Emitter_2
5405.71135,1.826033828,2,Emitter_2
5406.041969,0.433029179,0.080866488,Emitter_1
5400,1.834692399,1.807164899,Emitter_2
5406.247119,0.299615769,1.573718266,Noise
5405.184465,1.194579315,1.15745937,Noise
5399.987125,1.861244845,1.501895425,Emitter_2
5400.17115,0.003739204,1.852389798,Noise
5410,2,1.745226812,Emitter_2
5400,1.857424801,1.905147596,Emitter_2
5400,1.613140518,1.494680879,Emitter_2
5409.922807,1.327337994,0.954878146,Noise
5410,0.449901238,0,Emitter_1
5408.469524,2,2,Emitter_2
5400,1.782294779,1.671329017,Emitter_2
5400,1.871067499,1.978755708,Emitter_2
5409.662044,0.243307051,0.462531098,Noise
5409.897569,1.736442045,2,Emitter_2
5400,0.004436866,0,Emitter_1
5406.032583,0.728508159,1.427984024,Noise
5407.420057,0.42042109,0.021429724,Emitter_1
5400,1.842067576,1.804431346,Emitter_2
5400,1.968882955,1.748327028,Emitter_2
5408.311607,1.632045457,1.76468236,Noise
5410,1.954640606,1.993002848,Emitter_2
5400,1.840187627,1.667900496,Emitter_2
5400,1.783505445,1.347867396,Emitter_2
5408.034282,0.961758814,0.863504591,Noise
5410,1.779998168,2,Emitter_2
5400.609795,1.8859978,1.365374363,Noise
5406.624303,0.295267684,1.951324686,Noise
5400,1.958069772,2,Emitter_2
5406.911953,2,1.934824016,Emitter_2
5400,1.820483881,2,Emitter_2
5400,1.459812209,1.682780602,Emitter_2
5404.304856,1.279703942,0.369025742,Noise
5406.344596,2,1.965216808,Emitter_2
5408.826392,1.769235876,1.318110625,Emitter_2
5402.464821,0.444703455,0,Emitter_1
5410,0.221872572,0,Emitter_1
5400,0.346925217,0.287975128,Emitter_1
5404.797838,1.441519669,0.148488968,Noise
5400,1.988933209,1.98286325,Emitter_2
5400,1.363330984,1.581248758,Emitter_2
5400,1.954605605,1.950539566,Emitter_2
5400,1.721016311,1.351548798,Emitter_2
5406.18537,1.861963989,1.934409038,Emitter_2
5400,1.819119696,1.823475505,Emitter_2
5405.422073,1.583147633,1.794700449,Emitter_2
5401.639667,0.75029524,0.919073027,Noise
5409.756281,0.177861382,0,Emitter_1
5409.044665,1.898842811,1.766849041,Emitter_2
5402.438371,1.557758346,2,Emitter_2
5410,1.681245405,1.92004368,Emitter_2
5402.688666,0.045482131,1.482593905,Noise
5405.339801,1.775138044,2,Emitter_2
5402.40619,1.949446615,1.988194628,Emitter_2
5403.034951,1.956472206,1.671073337,Noise
5410,1.590410264,1.802469363,Emitter_2
5400,2,1.670603473,Emitter_2
5401.429404,1.517060053,1.674909155,Emitter_2
5400,1.739346648,1.403179714,Emitter_2
5400,1.833714238,1.65409228,Emitter_2
5400,1.894637891,1.847162488,Emitter_2
5409.180565,0.226375241,0.237099897,Emitter_1
5400,1.651189116,2,Emitter_2
5400,1.753408295,1.555033621,Emitter_2
5410,2,1.949350643,Emitter_2
5400.594486,1.805443429,1.721919076,Emitter_2
5404.631789,1.243240422,1.161271422,Noise
5400,1.608791863,2,Emitter_2
5410,0.298158639,0,Emitter_1
5400,0.251863006,0.310384606,Emitter_1
5404.925717,0.36880893,1.029099672,Noise
5400,0.586335778,0,Emitter_1
5400,0.077138581,0.239707139,Emitter_1
5400.080631,1.714539046,1.576070175,Emitter_2
5400,1.608315575,1.603064037,Emitter_2
5407.9351,1.767101785,0.196111592,Noise
5401.454247,1.191102074,0.753076322,Noise
5400,1.689649835,1.417090792,Emitter_2
5403.458875,1.238628412,1.535999418,Emitter_2
5401.06872,1.900678875,2.165478178,Emitter_2
5406.159078,2,1.882213374,Emitter_2
5400,1.936090911,1.767383343,Emitter_2
5401.303504,1.446385433,1.701150723,Emitter_2
5400,1.867633842,1.666297351,Emitter_2
5400,0.275543636,0.17496214,Emitter_1
5403.338903,1.838730426,1.773083411,Emitter_2
5410,1.713534404,1.477449368,Emitter_2
5400,0.254358599,0.289395177,Emitter_1
5409.34984,1.271410991,0.116158293,Noise
5400,1.878007367,1.53071399,Emitter_2
5410,2,1.729325687,Emitter_2
5400.407269,0.300093292,0,Emitter_1
5402.998331,1.784525383,1.764003535,Emitter_2
5410,1.817192402,1.649146765,Emitter_2
5400,0,0,Emitter_1
5410,0.193930558,0,Emitter_1
5400,1.906204131,1.678417844,Emitter_2
5400,0.513924216,0.038579075,Emitter_1
5400,2,1.712962054,Emitter_2
5410,0.161356826,0.143147263,Emitter_1
5402.650974,0.639427866,1.444689196,Noise
5410,1.73335756,1.78127093,Emitter_2
5400,1.954587411,1.902819965,Emitter_2
5410,2,1.610263252,Emitter_2
5400,1.764958216,1.56920752,Emitter_2
5400,1.913844962,1.670874434,Emitter_2
5400,1.969848856,1.967445774,Emitter_2
5405.097939,0.467354756,0.107037094,Emitter_1
5404.370466,1.794838298,1.960828907,Emitter_2
5400,1.978688222,1.759531018,Emitter_2
5401.93407,0.13719568,0.052816075,Emitter_1
5408.147106,0.528869621,0.602366089,Noise
5410,1.383338673,1.627267748,Emitter_2
5403.108269,1.944870344,1.854588661,Emitter_2
5400,1.807856253,1.717788376,Emitter_2
5400,0.270288517,0.119548843,Emitter_1
5400,1.757052573,1.790995915,Emitter_2
5400,2,2,Emitter_2
5400,1.743569684,1.879215977,Emitter_2
5400,1.417089037,1.550702812,Emitter_2
5399.957679,1.718159442,1.912329587,Emitter_2
5410,1.576406812,1.657766782,Emitter_2
5403.72466,0.343168072,1.80643965,Noise
5410,1.976014507,1.706918759,Emitter_2
5400.93654,0.123820856,0.236433403,Emitter_1
5401.24318,1.583843503,1.829864025,Emitter_2
5400,1.839584356,1.918804785,Emitter_2
5410,1.554270199,1.673882481,Emitter_2
5400,1.813059985,1.755956883,Emitter_2
5410,1.731309499,1.704523399,Emitter_2
5410,2,2,Emitter_2
5400.944622,1.926643107,0.209153142,Noise
5410,0.330399429,0.072326153,Emitter_1
5409.287233,1.98755797,2,Emitter_2
5400,2,1.804850936,Emitter_2
5401.158929,1.712982676,1.849303795,Emitter_2
5400,0.41720806,0,Emitter_1
5406.287962,1.517014433,1.9711761,Noise
5400.91774,1.676196439,2,Emitter_2
5400,1.685387365,1.579785784,Emitter_2
5400,0.128349082,0.271009779,Emitter_1
5400.841663,1.885474724,1.591821209,Emitter_2
5403.57634,1.469593872,0.469443216,Noise
5410,1.968102492,1.957725652,Emitter_2
5410,2,1.342898065,Emitter_2
5400,0.134554819,0,Emitter_1
5406.486951,0.390713642,1.227292197,Noise
5409.703512,0.419778825,0.19950923,Noise
5400,2,1.817529315,Emitter_2
5410,2,1.680966265,Emitter_2
5400,0.317556428,0,Emitter_1
5400,2,2,Emitter_2
5400,1.960232094,1.748951195,Emitter_2
5403.760919,1.57837117,1.681338514,Emitter_2
5410,1.453137656,1.637009209,Emitter_2
5407.114943,1.846640393,1.778795078,Emitter_2
5400,0.590428713,0.02497061,Emitter_1
5408.385316,1.149445883,1.145037313,Noise
5410,1.965641871,1.941539605,Emitter_2
5410,0.702426651,0,Emitter_1
5400,1.812518681,1.770201527,Emitter_2
5401.984959,2,2,Emitter_2
5410,1.581317257,1.831573264,Emitter_2
5400,1.943305583,1.758036419,Emitter_2
5406.082378,1.706065628,1.711095192,Emitter_2
5400,1.819085033,1.64257124,Emitter_2
5400,0.154875521,0.044074262,Emitter_1
5400,0.123750779,0.032574727,Emitter_1
5400,1.479196723,1.762980705,Emitter_2
5400,2,1.90974121,Emitter_2
5402.702915,1.468756019,1.963325426,Emitter_2
5404.356651,1.775802792,1.718496316,Emitter_2
5400,1.79062705,1.75170264,Emitter_2
5410,1.989436567,1.481666395,Emitter_2
5409.111484,0.211551252,0.611557289,Noise
5405.299324,0.411025027,0,Emitter_1
5404.61342,0.205415408,0.287292943,Emitter_1
5410,0.578294727,0,Emitter_1
5400,2,1.611090765,Emitter_2
5401.856283,0.2592869,0,Emitter_1
5400,0.203391495,0,Emitter_1
5400,1.737601844,1.914129054,Emitter_2
5403.901684,2,1.499237989,Emitter_2
5404.340525,0.332565868,0,Emitter_1
5408.333061,1.154078944,1.679856361,Noise
5401.561085,1.783038861,2,Emitter_2
5400.817355,0.40364427,0,Emitter_1
5403.254847,1.697921339,1.847159444,Emitter_2
5401.760704,1.969991971,0.183699818,Noise
5402.079829,1.778334951,1.985474901,Emitter_2
5400,1.978498251,2,Emitter_2
5410,1.516866658,1.43507874,Emitter_2
5400,1.585234446,1.897600507,Emitter_2
5410,1.64343055,1.626824383,Emitter_2
5400.570326,1.711122618,1.179294516,Noise
5400,0.366986713,0,Emitter_1
5404.796073,0.41323584,0,Emitter_1
5406.123974,0.541040993,1.012076429,Noise
5408.434731,0.25865675,0.72360124,Noise
5405.091008,1.684696657,1.643485952,Emitter_2
5400,0.343991222,0.108457492,Emitter_1
5410,2,1.780645858,Emitter_2
5409.571272,2,1.850231181,Emitter_2
5400,0.403710213,0.063951128,Emitter_1
5410,1.827163674,1.735437523,Emitter_2
5400,1.861538982,1.669753719,Emitter_2
5402.577473,1.840756384,1.805137294,Emitter_2
5400,0.544429191,0.016175585,Emitter_1
5409.328139,1.773692006,2,Emitter_2
5404.918763,1.373007446,0.195539451,Noise
5403.251287,0.35794411,0.08567919,Emitter_1
5400,1.850433526,2,Emitter_2
5409.247502,1.746021503,1.698024165,Emitter_2
5410,1.82053691,2,Emitter_2
5400,2,1.764103056,Emitter_2
5400,1.880911506,1.961595413,Emitter_2
5403.96571,1.417585361,0.258172991,Noise
5407.782914,1.677669242,1.811720751,Emitter_2
5400,1.789381991,1.764016669,Emitter_2
5410,1.685071331,1.773520693,Emitter_2
5407.208093,0.493532263,0,Emitter_1
5400,0.34274231,0.334555471,Emitter_1
5410,1.720067473,1.868354846,Emitter_2
5407.308965,1.760909756,1.769767054,Emitter_2
5400,1.818003814,1.945365889,Emitter_2
5400,1.585777874,2,Emitter_2
5404.498918,1.197388228,1.681184876,Noise
5400,1.342318993,1.417661187,Emitter_2
5410,0.156555104,0.055134176,Emitter_1
5402.638662,1.833756108,2,Emitter_2
5409.98154,1.83614233,1.868607131,Emitter_2
5400,2,1.861518943,Emitter_2
5400,1.91424438,1.542814794,Emitter_2
5406.727525,1.866725772,1.783152167,Emitter_2
5400,1.58829237,1.720073853,Emitter_2
5400,0.469151272,0,Emitter_1
5408.988777,1.989083796,2,Emitter_2
5400,1.89459338,2,Emitter_2
5406.267335,1.110529879,1.627747788,Noise
5400.853625,0.242705423,-0.119929636,Emitter_1
5407.734726,0.382938249,0.062149226,Emitter_1
5401.596648,0.27732875,0.027254678,Emitter_1
5410,0.057452868,0,Emitter_1
5410,1.613078815,1.773137981,Emitter_2
5400,2,2,Emitter_2
5401.707736,1.289312267,0.855658857,Noise
5400,1.688019023,2,Emitter_2
5404.275377,1.952930757,1.718453043,Noise
5410,0.607502108,0,Emitter_1
5400.149548,1.802975846,1.920482604,Emitter_2
5402.19505,1.601264979,1.955717025,Emitter_2
5404.094025,1.910286619,1.893226063,Emitter_2
5405.788539,0.538952581,0,Emitter_1
5400,1.738757614,1.838094551,Emitter_2
5399.481547,0.153166527,0.209591369,Emitter_1
5400,0.467155613,0.122894769,Emitter_1
5410,1.704865802,1.64335283,Emitter_2
5400,1.720958754,1.586956902,Emitter_2
5401.030368,0.822895208,0.310640083,Noise
5405.596477,1.675153388,1.777466511,Emitter_2
5404.619546,1.555931981,1.685215503,Emitter_2
5408.176959,1.467536099,1.957667972,Emitter_2
5410,1.407452517,1.55003062,Emitter_2
5400.244643,1.940086817,1.804101881,Emitter_2
5400,1.421230451,2,Emitter_2
5400,1.925691732,2,Emitter_2
5409.614455,1.066952007,1.649494298,Noise
5410,1.711509197,1.558534074,Emitter_2
5405.56063,2,1.889548495,Emitter_2
5400,1.487847131,1.519834663,Emitter_2
5400,1.989713471,1.791522499,Emitter_2
5405.845434,1.864313191,1.850412033,Emitter_2
5400,1.913337106,2,Emitter_2
5400,1.725387722,1.809164876,Emitter_2
5400,1.514443167,1.665527903,Emitter_2
5400,1.717464355,1.737356168,Emitter_2
5402.851693,1.474611106,1.591198337,Noise
5401.510436,1.810717748,1.736835398,Emitter_2
5405.475719,1.708842907,1.993073271,Emitter_2
5398.570216,-0.029649683,-0.063461225,Emitter_1
5400,1.718098545,1.727598785,Emitter_2
5410,0.08221238,0.186556282,Emitter_1
5400.158823,0.455808652,0.263274919,Noise
5406.975535,0.328856778,0,Emitter_1
5400,0.485260639,0,Emitter_1
5400,1.830655199,1.639876335,Emitter_2
5400,0.394494208,0,Emitter_1
5401.621983,0.674045241,0.258105298,Noise
5410,1.58791267,2,Emitter_2
5400,1.589074237,1.645565681,Emitter_2
5402.284213,1.793226241,1.375917048,Emitter_2
5410,1.707949549,1.588023164,Emitter_2
5400,1.919071607,2,Emitter_2
5404.860347,1.808190507,2,Emitter_2
5401.537127,1.569621545,1.445593497,Emitter_2
5400,0.380809987,0,Emitter_1
5400.033798,0.10218813,0.168752784,Emitter_1
5403.089322,1.90738764,1.671138344,Emitter_2
5403.547492,1.906408096,2,Emitter_2
5399.253211,0.14139614,0.299360529,Emitter_1
5410,1.581321403,1.733964956,Emitter_2
5410,2,1.965191247,Emitter_2
5400,0.371030298,0.23312099,Emitter_1
5400,0.091712246,0,Emitter_1
5400,0.282478788,0.32748269,Emitter_1
5408.225771,0.036170659,1.479123306,Noise
5402.451607,1.560071811,2,Emitter_2
5401.21574,2,1.860774745,Emitter_2
5401.405333,1.116608723,0.308166557,Noise
5400,2,1.77522227,Emitter_2
5408.959988,1.757576795,1.569318659,Emitter_2
5400,1.732227317,1.810698543,Emitter_2
5400,1.850455014,1.872519115,Emitter_2
5401.127406,1.514104953,1.609922153,Emitter_2
5400.115791,0.71977619,1.219361682,Noise
5400,2,1.817044844,Emitter_2
5400,1.563311442,1.563146591,Emitter_2
5400,1.925058991,1.721270386,Emitter_2
5400,1.771566135,1.920335003,Emitter_2
5409.504464,1.791969493,1.683625372,Noise
5410,1.841732568,2,Emitter_2
5402.720987,0.606208218,1.959313956,Noise
5401.444997,1.99140684,1.585641468,Emitter_2
5408.711972,1.791369952,2,Emitter_2
5408.319836,2,1.945962287,Emitter_2
5410,1.953771121,1.692217877,Emitter_2
5402.827981,0.64554956,1.980739857,Noise
5410,2,1.283283794,Emitter_2
5400,1.671436231,1.790357894,Emitter_2
5400,1.800552228,2,Emitter_2
5400,1.791137482,1.792983284,Emitter_2
5400,0.436176205,0.079156902,Emitter_1
5405.78559,1.324293303,2,Emitter_2
5408.976763,0.687953753,1.308159442,Noise
5409.811226,0.576428177,0.206186018,Emitter_1
5410,1.658597555,1.959695565,Emitter_2
5400,1.323295759,1.624887961,Emitter_2
5400,2,2,Emitter_2
5402.619892,2,2,Emitter_2
5400,1.958115701,2,Emitter_2
5400.592458,1.692371956,2,Emitter_2
5400,2,1.790809197,Emitter_2
5400,2,1.7014219,Emitter_2
5400,1.872008004,1.940710103,Emitter_2
5410,1.821568739,2,Emitter_2
5400,1.719911065,2,Emitter_2
5400,1.791249877,1.975838477,Emitter_2
5403.208907,1.893084395,2,Emitter_2
5405.429948,0.138651639,0,Emitter_1
5410,2,2,Emitter_2
5402.121524,1.091363146,0.112818694,Noise
5402.744495,1.019129308,0.985659623,Noise
5410,1.672289363,1.813657608,Emitter_2
5406.130974,0.471639902,0.007167946,Emitter_1
5403.127759,1.881463458,0.951371251,Noise
5400,1.51342985,1.799990607,Emitter_2
5402.839424,1.709734204,1.720333381,Emitter_2
5400,0.441008063,0.217256607,Emitter_1
5400,2,1.940234668,Emitter_2
5406.61844,1.808939857,1.948131491,Emitter_2
5410,1.635367242,2,Emitter_2
5408.934178,1.995720672,1.324258959,Emitter_2
5409.009914,0.380863159,0.128708398,Emitter_1
5400,2,1.971492002,Emitter_2
5400,0.147513272,0,Emitter_1
5400,0.044616773,0,Emitter_1
5410,0.481676248,0.2160946,Emitter_1
5404.070372,0.507248967,0.407727471,Noise
5410,1.588398151,1.758370076,Emitter_2
5402.270044,0.185387919,0,Emitter_1
5410,1.982098416,2,Emitter_2
5404.333182,1.512936949,1.989952053,Emitter_2
5400,1.863057599,1.577499736,Emitter_2
5400,2,1.883048717,Emitter_2
5410.176224,1.624642006,1.406929869,Emitter_2
5410,1.83382079,1.647623212,Emitter_2
5407.474913,2,1.596492936,Emitter_2
5401.353405,0.196544067,0.933971353,Noise
5400,1.713228926,1.534736676,Emitter_2
5400.843201,1.99196876,1.814068381,Emitter_2
5404.581295,0.334357446,0,Emitter_1
5409.281541,1.970052353,1.005437212,Noise
5400,0.636061863,0.147069182,Emitter_1
5400,1.868229001,1.592527405,Emitter_2
5405.079338,0.368416753,0,Emitter_1
5399.336135,1.859382701,1.997505984,Emitter_2
5400,1.61273385,1.944762075,Emitter_2
5407.863598,1.363813866,1.297832621,Noise
5400,1.585115706,1.712803401,Emitter_2
5400.720937,2,1.620152976,Emitter_2
5410,0.34224195,0,Emitter_1
5400,1.901392606,1.503361547,Emitter_2
5404.676988,1.947751552,1.85686956,Emitter_2
5400,1.77573,1.960767829,Emitter_2
5410,1.917338345,1.998093313,Emitter_2
5401.735145,2,1.966982671,Emitter_2
5400,1.920853476,1.553496249,Emitter_2
5409.284512,1.718631562,1.78439678,Emitter_2
5400.154947,2,1.787347357,Emitter_2
5400,1.56733828,1.91774836,Emitter_2
5400,1.694733224,1.568151723,Emitter_2
5400,0.039645332,0,Emitter_1
5400,1.819514369,1.768092058,Emitter_2
5408.895875,1.895060981,1.918441979,Emitter_2
5410,1.905578122,1.431333033,Emitter_2
5410,0.082198537,0,Emitter_1
5400,1.703147551,1.76794018,Emitter_2
5400,0.527965237,0.069397593,Emitter_1
5407.321999,0.252511541,1.179636476,Noise
5400,1.615827768,1.702235302,Emitter_2
5400,0.361786108,0.027994243,Emitter_1
5404.981892,0.178484756,0.123463466,Emitter_1
5403.454436,1.642770858,2,Emitter_2
5403.759848,1.484410909,1.850918195,Emitter_2
5402.585653,1.979786772,1.507169736,Emitter_2
5400,0.512831133,0,Emitter_1
5400,0.390205097,0.131274994,Emitter_1
5402.0496,1.861917523,1.340974333,Emitter_2
5410,2,1.929399938,Emitter_2
5400,2,1.757945467,Emitter_2
5400,1.465434828,1.742515584,Emitter_2
5400,1.921749359,1.71269313,Emitter_2
5410,2,1.872933077,Emitter_2
5405.624297,0.157920155,1.167846155,Noise
5400,1.956659189,1.609229572,Emitter_2
5402.020363,1.761047748,2,Emitter_2
5400,0,0.050682114,Emitter_1
5405.542355,1.623870654,2,Emitter_2
5400,1.942951523,1.718753469,Emitter_2
5404.903836,1.711568473,2,Emitter_2
5410,1.673303195,1.751760131,Emitter_2
5403.956726,0,0,Emitter_1
5401.220081,1.91534408,1.124025404,Noise
5410,1.675197422,1.776124581,Emitter_2
5404.568146,0.176006238,0,Emitter_1
5400,1.544770013,1.686360377,Emitter_2
5402.37848,1.917541447,1.843672897,Emitter_2
5400,1.814092819,1.615959625,Emitter_2
5410,1.625723191,1.76507656,Emitter_2
5406.224255,1.901251562,1.700924559,Emitter_2
5403.629279,1.756122114,1.652240379,Emitter_2
5402.83978,1.611982949,0.804047924,Noise
5397.573833,1.796826757,2.004328523,Emitter_2
5400,2,2,Emitter_2
5400,1.763253834,1.690661148,Emitter_2
5410,1.894281381,1.857754924,Emitter_2
5400,1.71973604,1.727361119,Emitter_2
5410,2,1.910074467,Emitter_2
5410,1.589064767,1.644738091,Emitter_2
5402.738622,0.232705122,0.224526147,Emitter_1
5410,1.834324213,1.592494578,Emitter_2
5410,1.891066339,1.906314647,Emitter_2
5400,2,1.988414449,Emitter_2
5402.657981,0.291357092,0.033233246,Emitter_1
5400,1.674809273,1.373537303,Emitter_2
5403.186117,1.929407048,1.610629152,Emitter_2
5405.600834,2,2,Emitter_2
5403.962963,1.895383381,1.544598857,Emitter_2
5400,1.834187397,1.853776308,Emitter_2
5400.110945,1.458296219,1.439311897,Emitter_2
5400,0.34171553,0,Emitter_1
5400,1.991438963,2,Emitter_2
5403.161751,0.13164489,0.153183578,Emitter_1
5410,1.699902567,1.862799528,Emitter_2
5409.933802,1.973800058,1.772408318,Emitter_2
5401.415707,2,1.591577413,Emitter_2
5400,1.666391726,1.82920391,Emitter_2
5403.409127,0.690893319,1.891113345,Noise
5400,0.395177,0.142541513,Emitter_1
5404.951386,0.732102395,1.265844603,Noise
5410,0.446298017,0.046139603,Emitter_1
5400,1.800433826,1.772169972,Emitter_2
5406.616168,1.68894475,2.05651938,Emitter_2
5403.359242,0.497549619,0,Emitter_1
5400,1.653526615,1.770623631,Emitter_2
5400,0.330961225,0,Emitter_1
5400,2,1.82764978,Emitter_2
5407.870462,1.600230705,1.738512621,Emitter_2
5410,1.488073141,1.693627468,Emitter_2
5400,1.945390576,1.826248076,Emitter_2
5400,0.341135191,0,Emitter_1
5405.007883,1.923359004,2,Emitter_2
5403.03652,1.845576696,1.665307569,Emitter_2
5410,1.939603922,1.79808479,Emitter_2
5400,1.743335143,1.903521211,Emitter_2
5400,1.867234678,1.635057279,Emitter_2
5400,1.808048286,2,Emitter_2
5402.032808,1.724190655,1.938054747,Emitter_2
5400,1.168747466,1.52556536,Emitter_2
5400,0.406422396,0.207500338,Emitter_1
5408.916547,1.489926907,2,Emitter_2
5410,2,1.608738658,Emitter_2
5403.903154,1.768184573,1.77553175,Emitter_2
5400,0.327285606,0.182892754,Emitter_1
5402.081544,0.324920644,0,Emitter_1
5403.259691,1.739926979,1.776402067,Emitter_2
5404.940991,1.925871122,1.627941777,Emitter_2
5400,2,1.488275619,Emitter_2
5400,1.977397818,1.764671133,Emitter_2
5400,0,0.120983947,Emitter_1
5407.511669,0.361733297,0.131698571,Noise
5402.097154,1.755739784,1.726227068,Emitter_2
5405.294728,1.484664469,1.538083434,Noise
5405.865216,1.784866886,0.974126565,Noise
5400,1.962284022,1.530044433,Emitter_2
5405.630229,0.39879718,0.003153872,Emitter_1
5400,1.616627764,1.731631592,Emitter_2
5400,1.640742164,1.894212378,Emitter_2
5404.32036,1.428942331,1.225082111,Noise
5400,1.885423631,1.842130578,Emitter_2
5410,1.616618409,1.98367366,Emitter_2
5400,1.460262796,1.912896443,Emitter_2
5410,0.582381381,0,Emitter_1
5400,0.354506508,0.076788376,Emitter_1
5400,1.516010921,1.79724776,Emitter_2
5406.724304,1.88712657,1.362427528,Emitter_2
5400,1.645664983,1.911708289,Emitter_2
5400,0.364299353,0,Emitter_1
5402.830825,0.621671173,0.10667367,Emitter_1
5401.321962,1.947386079,1.81491142,Emitter_2
5410,1.592679875,1.464163584,Emitter_2
5400,1.733629919,1.917140498,Emitter_2
5400,1.856993517,1.825232863,Emitter_2
5402.946359,2,1.655276617,Emitter_2
5400.484808,0.300630452,0.0288881,Emitter_1
5400.793838,2,1.470046575,Emitter_2
5400,1.708380594,1.709474949,Emitter_2
5400,1.46710431,1.942219586,Emitter_2
5409.164981,1.923877514,1.09561009,Noise
5400,1.719326214,1.456208652,Emitter_2
5410,2,1.870836646,Emitter_2
5400,2,1.621112746,Emitter_2
5398.508898,0.317124559,0.008929065,Emitter_1
5403.497905,1.498549589,1.765160064,Emitter_2
5400,2,1.45612935,Emitter_2
