Radio Frequency,Pulse Width,Azimuth,Amplitude,Angle Of Elevation,Emitter,,,,
5404.58746,985.8402404,1.084997257,14.21760554,0.129600513,-1,,,,
5404.702092,1035.452966,0.514823214,8.76432141,0.150780427,2,,,,
5400.321434,1017.706717,0.554422034,10.51234811,0.079561317,2,,,,
5400,1057.521115,0.611731821,15.0660416,0.231074327,1,,,,
5404.564215,577.9613024,0.869186594,10.23247693,0.595502271,-1,,,,
5400,102.7557335,1.443161046,13.46431209,2,0,,,,
5400,119.7067863,1.878214598,7,1.670196819,0,,,,
5397.8943,150.7064176,1.594274564,8.250902595,1.744887392,0,,,,
5400,159.6781231,1.624029311,14.12865216,1.445552467,0,,,,
5409.330553,996.876368,0,15.62361467,0,1,,,,
5401.928449,142.1437293,1.603985557,15.3357589,1.836711209,0,,,,
5401.268858,136.341534,1.826054594,7,1.736534044,0,,,,
5406.75205,141.6008254,1.812989677,19.23745458,1.688800052,0,,,,
5403.667902,672.0049314,0.525739909,29.49266966,1.67187151,-1,,,,
5400,173.0688022,2,10.12627443,2,0,,,,
5408.391805,139.3720813,1.402830293,13.89835994,1.84036689,0,,,,
5400,165.2605614,1.471897827,7,1.837603815,0,,,,
5400,1042.474691,0.404800975,14.11005491,0.324829796,1,,,,
5400,138.1722066,1.821337762,8.86817622,1.67870122,0,,,,
5410,141.6379335,2,8.207971488,1.975393345,0,,,,
5400,156.1354807,1.867101088,8.541468198,1.999922697,0,,,,
5405.914421,870.3260028,0.298915367,8.504887189,1.779889188,-1,,,,
5410,1043.236653,0.384097276,23.31372116,0,2,,,,
5404.833953,960.1087699,0.210498511,18.61065491,0.078221601,1,,,,
5403.193089,152.0410505,1.897127694,15.98382679,1.999897449,0,,,,
5400,964.0523215,0,18.77085867,0,1,,,,
5409.462537,153.6314433,0.781055427,39.92414319,1.83940237,-2,,,,
5402.726174,1053.923175,0,21.01003837,0,1,,,,
5407.776319,131.8572317,1.856537001,17.4154473,1.81751599,0,,,,
5410,1053.276006,0.33473827,13.65284754,0,1,,,,
5400.551783,139.1663578,1.618869978,9.112515896,1.689762123,0,,,,
5407.419471,115.0846767,1.964010575,7,2,0,,,,
5400,1037.948686,0.301597179,25.23937872,0.137732483,2,,,,
5410,1012.049638,0,13.55044654,0.148159112,1,,,,
5400,103.4872983,1.685364265,12.64522827,1.71390744,0,,,,
5404.858306,559.4272433,1.598310211,48.13488528,1.132326643,-1,,,,
5407.756774,1032.007881,0.766937651,17.08543571,0.155869923,1,,,,
5403.294935,495.4031955,0.486319431,39.41248531,0.762075274,-1,,,,
5400,986.6549625,0.068853833,11.92169158,0.155964874,1,,,,
5406.972282,120.0448744,1.818344605,21.59698999,1.815364841,0,,,,
5402.383689,1050.724262,0.275608374,10.55081893,0,1,,,,
5400,121.2793497,1.9695644,11.73322503,1.800875552,0,,,,
5410,136.228163,1.791220179,7,1.524483299,0,,,,
5404.289336,1022.729938,0.208297041,14.52325509,0,1,,,,
5406.0054,966.9318155,0.43145367,14.21071411,0.195182296,1,,,,
5400,126.2787695,2,18.79452267,1.834745558,0,,,,
5400.829403,1008.86562,0.512097043,11.22113491,0.02705314,2,,,,
5410,119.1537953,1.881864895,8.540995769,1.723075732,0,,,,
5400,160.1609059,1.82018516,14.04572684,1.570125336,0,,,,
5410,1004.143613,0.218031394,12.19311031,0,1,,,,
5410,173.4738139,1.764177704,17.92951265,1.60108331,0,,,,
5410,1051.256018,0.140076877,14.95760435,0.047512125,1,,,,
5400,1027.268219,0.5362441,15.00006861,0,2,,,,
5401.581423,1025.837242,0.322797247,14.3314771,0,2,,,,
5400,149.7968153,1.361870461,15.38454033,2,0,,,,
5410,100,1.997038418,11.76233852,2,0,,,,
5400,1032.137785,0.180015828,7,0,2,,,,
5408.025024,219.2552707,1.80389195,41.82145949,1.781018135,-1,,,,
5400,154.2282994,1.851819041,22.55044186,1.389276416,0,,,,
5400,1045.853514,0.750017912,11.48506503,0.298694084,1,,,,
5400,135.4803359,1.892362241,13.66481737,2,0,,,,
5400,996.780007,0.465795954,20.84733951,0,1,,,,
5401.730314,155.1925156,1.538871066,13.62487567,2.001113423,0,,,,
5400.085035,1077.000345,0.635646145,15.43977705,0,2,,,,
5405.503877,1008.776783,0.24985212,20.15531516,0,1,,,,
5410,119.8738399,2,7,1.584900374,0,,,,
5400,112.7338749,1.200529356,10.80690372,1.650784488,0,,,,
5400,132.0194414,1.506469087,7,1.871193516,0,,,,
5408.317014,1002.533932,0.237337107,7,0,1,,,,
5400,1019.07771,0.414911825,14.61408592,0.086399383,2,,,,
5402.183838,1000.683215,0.545714473,16.3403351,0.149678124,1,,,,
5401.490947,150.9575047,1.926618905,7.987334759,1.718617166,0,,,,
5400,1014.993003,0.291037616,9.661169586,0.327222242,1,,,,
5410,153.4691775,1.850355804,10.65444486,2,0,,,,
5406.988918,986.6605142,0.20491787,15.84485995,0,1,,,,
5410,137.0288917,2,7,1.936678495,0,,,,
5400,131.6173241,2,8.103084666,1.597131431,0,,,,
5400,1021.23795,0.242126958,19.91406049,0,2,,,,
5408.943151,673.9075076,0.857673887,35.92068589,1.923144232,-1,,,,
5400,1020.469282,0.104461405,9.736824991,0.226689927,2,,,,
5400.405848,120.6582825,1.925766143,7,1.663287745,0,,,,
5400,1054.33233,0.115501673,10.25952702,0,1,,,,
5410,1036.664044,0.130894928,13.51946808,0.229160624,2,,,,
5400,951.6723589,0.232905992,15.33569585,0.078128926,1,,,,
5403.155592,675.1489484,0.101102754,9.4462139,0.461320377,-1,,,,
5407.185244,642.2979778,1.735337372,23.3630721,1.823146006,-1,,,,
5409.281021,732.4695122,1.577165401,24.69993014,1.591235626,-2,,,,
5400,1064.592344,0.254933524,8.334144011,0.262811168,2,,,,
5408.553555,1014.860115,0,14.58839197,0,1,,,,
5404.18999,811.6291941,1.110929741,38.57949518,1.320802622,-2,,,,
5406.128546,787.1045331,0.466830461,14.35782763,0.825878598,-2,,,,
5400,117.8032102,2,15.10122886,1.907936997,0,,,,
5410.399279,169.1315629,1.614442674,9.170393782,2.202481644,0,,,,
5400.545046,739.3406599,0.648742751,33.38919407,1.985787788,-2,,,,
5400,1010.540598,0.729351322,18.46329589,0,1,,,,
5400,1027.225169,0.219771076,10.92441333,0,1,,,,
5400,995.2257772,0.387598565,13.15407506,0.12642574,1,,,,
5400,1030.293175,0.191689094,9.814504495,0,2,,,,
5408.549409,1027.512785,0.056182379,10.68884547,0.217142472,1,,,,
5410,1005.181487,0.102533278,16.69380236,0.14840322,1,,,,
5401.291591,1018.844934,0.489358893,14.42637094,0,1,,,,
5400,1009.183883,0.290958989,15.70463515,0.305857556,1,,,,
5400,1033.281964,0.285166198,19.53906491,0.258296109,1,,,,
5403.448682,1019.275565,0.518898475,9.926901553,0,1,,,,
5410,110.3346202,2,24.1142621,1.684863158,0,,,,
5400,183.6453562,1.931201171,7,1.927345756,0,,,,
5410,131.3649765,1.580466045,17.29660618,2,0,,,,
5400,115.6843112,2,22.04867675,1.877501158,0,,,,
5400,172.4838266,2,11.69147831,1.499349258,0,,,,
5400.557267,172.7859427,2,16.63178755,1.874005921,0,,,,
5410,1014.573144,0.416401611,17.21624909,0.107307907,1,,,,
5400,1053.538763,0.485869846,16.97700683,0,2,,,,
5403.082206,134.8246028,1.518046908,21.08865593,1.669758944,0,,,,
5403.652883,116.6195262,1.51455121,13.54265743,1.874246826,0,,,,
5400.580401,1036.262988,0.350931543,28.3902624,0.114106932,1,,,,
5400,178.572676,2,13.18797996,1.717610204,0,,,,
5410,1011.374487,0.328006355,16.51855888,0.027458427,1,,,,
5402.245314,1038.335021,0.32464562,14.28013108,0,2,,,,
5410,981.5401221,0.292532654,21.57800497,0,1,,,,
5403.053584,189.3377669,0.083399892,26.72403735,0.729043632,-1,,,,
5400,1007.89982,0.458062451,7,0.149479587,1,,,,
5400.645218,1023.999888,0.173910336,14.46189501,0,2,,,,
5400,1043.9135,0.216253529,17.22241746,0,1,,,,
5410,144.9786922,1.827954876,11.0465022,1.830046415,0,,,,
5400,138.1616636,1.857892024,14.37994049,1.569554111,0,,,,
5400,150.264221,1.726763018,7,2,0,,,,
5406.543978,132.6279678,1.699930814,48.4464381,1.959772642,-2,,,,
5400,1022.709236,0.265007084,17.54105187,0.017177346,1,,,,
5400,1041.274436,0.223363758,8.84438742,0,1,,,,
5406.641948,867.5778485,0.068588827,35.75237346,1.266638333,-2,,,,
5409.889363,1042.776488,0.059793444,26.9737915,0.053088446,1,,,,
5405.279626,136.4880773,1.727296337,8.387859738,1.809748335,0,,,,
5405.577729,129.762632,1.620817025,7,2,0,,,,
5400,133.8029555,1.797490811,15.67302831,1.908170221,0,,,,
5402.587209,1013.862754,0.60050103,23.35776118,0.038655882,1,,,,
5402.157969,1039.219527,0.483143087,15.39972318,0,1,,,,
5400,1007.02414,0.334865782,14.56951861,0.155897501,1,,,,
5400,1042.180267,0.284137842,16.04385408,0,1,,,,
5403.942241,132.3211276,1.765046232,8.962547826,1.822734859,0,,,,
5405.574978,1049.706138,0.263396457,14.88744934,0.248976474,2,,,,
5400,1031.98325,0,22.10563907,0.054595506,1,,,,
5402.986388,995.6977467,0.426085724,19.23364485,0.272081716,2,,,,
5400.016604,174.51996,1.920781795,9.648663523,1.466834721,0,,,,
5402.044184,1014.874588,0.337067465,14.51289949,0.13722452,2,,,,
5405.997875,1040.996611,0.241541192,11.39411178,0.087517527,1,,,,
5401.480849,129.6194856,1.777338219,7,1.684275953,0,,,,
5402.942386,1020.586685,0.024880084,14.10777418,0,1,,,,
5407.801625,769.4964475,1.227744642,11.94893018,0.837522316,-1,,,,
5400,1009.607506,0.043024506,19.11819544,0,2,,,,
5410,159.3953556,1.915616902,16.94835218,2,0,,,,
5408.405029,1022.359209,0.012062522,19.37541919,0,2,,,,
5410,1022.706227,0.525525957,16.99995922,0,1,,,,
5400,1041.118897,0.502497808,16.87463925,0,2,,,,
5400,1000.791555,0.076637915,24.00078385,0.094348371,1,,,,
5405.000048,1040.67675,0.062295128,14.34886651,0,2,,,,
5410,1032.502847,0.24549102,27.24757494,0,1,,,,
5400,1031.855495,0.637410066,7.84558775,0,2,,,,
5400,1017.913424,0.292184084,16.64244929,0.040324893,1,,,,
5410,1053.203691,0.248982438,18.75111096,0.005694943,2,,,,
5400,1011.299855,0.376892185,7,0,1,,,,
5403.227753,442.1885922,0.147733874,44.90994372,0.729862418,-1,,,,
5400,114.6230244,2,7,1.629450908,0,,,,
5406.925269,160.5026921,1.966041878,15.27944721,1.871700743,0,,,,
5400,113.1718846,1.902646012,12.21449981,1.620123259,0,,,,
5405.617816,454.3644841,0.079509455,18.54138458,0.817193405,-1,,,,
5410,179.5960921,1.613014939,17.17364616,1.860403786,0,,,,
5400,142.4206776,1.913497146,16.00548358,2,0,,,,
5400,107.9392103,1.920063679,12.31594749,2,0,,,,
5410,143.5367523,1.541184532,17.00555911,1.849499059,0,,,,
5400.279899,153.2910483,2,17.1196246,1.744311056,0,,,,
5401.348075,149.8051489,1.694486719,13.79926158,1.548948293,0,,,,
5400,1002.526064,0.222337777,9.747354119,0.267699146,1,,,,
5400,1004.043763,0.297449183,19.32445935,0.087478394,1,,,,
5400,1027.146661,0.337891038,18.76347476,0,1,,,,
5410,116.2880798,1.434180253,10.48663403,1.944629041,0,,,,
5409.930803,1001.186864,0.507694982,19.94796709,0.337864232,1,,,,
5400,1011.229649,0.20434618,8.510052008,0,1,,,,
5410,140.1487428,1.498221828,12.03858716,1.522103824,0,,,,
5400,1019.550876,0.482350639,13.02826643,0.090842761,2,,,,
5409.179647,1016.355007,0,8.759971935,0,1,,,,
5401.231861,1051.005025,0.078326154,25.73130101,0,1,,,,
5410,1005.910639,0.274415487,14.7962765,0,1,,,,
5400,160.2449182,1.876202335,21.7389743,1.621638302,0,,,,
5408.859741,125.3781433,1.619049077,10.28160249,1.493352975,0,,,,
5404.653942,158.6668461,1.691996385,12.33684426,1.771596976,0,,,,
5406.050211,137.2579896,1.802003068,11.87945489,2,0,,,,
5400,1029.693363,0.396474435,7,0,1,,,,
5400,1040.388693,0.311434484,19.11596401,0,1,,,,
5407.744027,1008.221138,0.481123229,20.19621467,0,1,,,,
5400,1009.848835,0,13.72402755,0,1,,,,
5410,1077.456114,0.009521742,21.49111616,0,2,,,,
5400,1009.102183,0.261241511,17.2429354,0.214740013,1,,,,
5401.895026,1049.784001,0.016600458,46.0624877,0.523386924,-2,,,,
5409.4062,141.709545,1.446057833,16.16115819,2,0,,,,
5408.077916,125.2455482,1.424507433,9.685336662,2,0,,,,
5400,142.1968619,2,10.52477077,2,0,,,,
5400,1039.201969,0.455140918,14.80043889,0,2,,,,
5400,144.8921834,1.595676409,18.59295046,1.728320397,0,,,,
5406.087063,162.9685335,1.730329806,7.543649423,1.992917443,0,,,,
5400,113.2101567,1.722954049,7.726597384,1.610013601,0,,,,
5406.333592,124.3302374,1.863474843,7.542609697,1.706493829,0,,,,
5400,1046.356131,0.244532737,13.31153294,0,1,,,,
5400,127.4590567,1.914773448,8.124952092,2,0,,,,
5406.156606,159.4791339,1.909570169,22.00265049,1.674668376,0,,,,
5401.546949,142.2322171,1.719390042,16.694319,1.712004791,0,,,,
5400.379113,127.0142268,1.621295504,13.9046109,1.968197389,0,,,,
5400.271423,122.695788,1.774206155,7,1.582619164,0,,,,
5400,1002.40115,0.378957475,20.09506785,0,1,,,,
5409.814075,103.3669754,2,17.2325808,1.770520804,0,,,,
5410,136.2804331,1.65134037,7,1.685100101,0,,,,
5410,1026.627177,0.589497023,10.48009734,0,2,,,,
5408.823136,631.3071471,0.691819006,12.97338139,0.049682519,-1,,,,
5410,1016.386786,0.409906207,12.41325891,0,1,,,,
5400,114.8746171,1.579784508,13.86672286,1.873772129,0,,,,
5400.894436,138.899529,1.870015843,13.70848719,1.761901869,0,,,,
5410.785321,143.8243448,1.983338069,17.50322844,2.00932586,0,,,,
5402.752114,142.4069983,1.727537434,14.34466488,1.659037528,0,,,,
5402.460106,128.1895086,1.399907784,16.06705627,1.671087948,0,,,,
5410,1041.836504,0.715850319,12.32114316,0.146090731,2,,,,
5403.274051,134.4516514,1.77784379,7.48920834,1.673818932,0,,,,
5400,119.7685945,1.822403759,11.52895535,1.516849995,0,,,,
5400,981.6729309,0.496811339,7,0,1,,,,
5410,1014.522228,0.561710145,19.2430386,0,1,,,,
5400,129.80171,1.646681745,9.141300386,1.936495348,0,,,,
5400.907268,1024.536976,0.154690105,9.812535008,0,2,,,,
5402.365353,140.2233602,1.718371095,9.592269345,1.924530956,0,,,,
5400,985.8299857,0.008860815,21.69344716,0,1,,,,
5400,1016.041382,0.146356445,13.26488084,0,1,,,,
5400.595065,1027.487748,0.23725764,15.16094766,-0.005527321,2,,,,
5400,1051.358521,0.457761771,14.08001583,0,2,,,,
5400,1017.879455,0.118241326,12.96898583,0,1,,,,
5410,134.6686313,1.971523293,7.831063069,1.525523822,0,,,,
5400,150.6127033,1.844837941,8.539062439,1.770138404,0,,,,
5410.811367,1042.273784,0.098558713,19.07859951,0.253989693,1,,,,
5406.302535,1034.566399,0.466655238,7,0,1,,,,
5400,179.5866724,2,7,2,0,,,,
5400,1031.950572,0.26945407,16.40233378,0.15455345,2,,,,
5402.958397,257.3491601,0.005916754,9.515802903,1.575145495,-1,,,,
5410,1012.04945,0.179333715,22.03139231,0.398581447,1,,,,
5401.413256,163.0025736,1.97139707,20.64236913,1.78074818,0,,,,
5400,155.5082873,1.554438775,12.05072298,1.718373996,0,,,,
5400,131.3864974,1.736208693,13.22847691,1.493720787,0,,,,
5405.300141,157.1052062,1.793352213,17.70349002,1.942144607,0,,,,
5401.343938,167.6828025,1.96635252,16.19778015,1.37245316,0,,,,
5410,1051.362058,0.447313114,19.40901289,0.13446841,2,,,,
5400.317538,1035.125701,0.434196541,10.27536233,0.033859719,1,,,,
5408.565647,130.8601192,1.748556122,7,1.858624948,0,,,,
5400,1005.605535,0,7,0.055719513,1,,,,
5406.612043,160.1014798,0.858464137,21.22028495,1.257189525,-2,,,,
5400,117.2921735,2,11.16969094,2,0,,,,
5400,119.3600422,1.815276598,7,1.682543096,0,,,,
5400,1002.870767,0.662705529,12.1317201,0,1,,,,
5407.582644,972.4792431,0,20.28308392,0.409366142,1,,,,
5400,1057.115131,0,18.76588846,0,2,,,,
5410,1006.58384,0.492426212,19.5314045,0.083495041,2,,,,
5401.431368,176.674597,1.62275408,11.05923772,1.597077231,0,,,,
5400.333551,1007.757098,0.39517041,22.19705433,0.039366201,1,,,,
5406.352449,957.997319,1.23718179,22.29972908,1.57577815,-2,,,,
5400,1013.31567,0.413858435,15.87479197,0.086264675,1,,,,
5410,1020.078858,0.42532789,26.14009417,0.129893499,2,,,,
5400.748113,109.0551681,1.768464883,7,1.651542741,0,,,,
5400,126.7651918,1.987802302,20.52906301,1.771595676,0,,,,
5410,1000.285053,0.288757467,10.36408511,0.014774797,1,,,,
5400,1027.560562,0,15.88431181,0.006316192,2,,,,
5400.993661,166.394506,0.948945206,35.92504999,1.176208346,-1,,,,
5400,990.3964856,0,16.44813637,0,1,,,,
5400,138.0310937,1.725887649,15.88454487,1.437262082,0,,,,
5409.31722,1051.117003,1.640105861,33.25893396,0.886030178,-2,,,,
5400,151.092644,1.976419048,18.68818718,1.896400745,0,,,,
5400,1070.432757,0.480278215,19.0680477,0,2,,,,
5402.227022,234.7441511,0.744039576,32.99466046,1.284006441,-1,,,,
5400.045358,126.8378238,1.496116171,7.346249157,1.618578276,0,,,,
5400,1019.735454,0.143520204,19.49519539,0.281249821,1,,,,
5402.897267,1043.556847,0.662149502,10.87929391,0.164245241,1,,,,
5403.608662,117.5308599,1.848312856,9.545103797,1.463043694,0,,,,
5409.685886,1027.700785,0.386105312,11.99427437,0,1,,,,
5401.582087,173.7148838,1.920981045,10.02557934,2,0,,,,
5401.085561,128.7127915,1.856366497,15.85130336,1.902540851,0,,,,
5403.561706,122.0160781,1.807416421,15.3038826,1.669812883,0,,,,
5400,126.6670961,1.878787363,11.8724519,1.698977496,0,,,,
5400.488813,113.6054269,1.789412023,12.23985456,1.842035338,0,,,,
5400,1006.487412,0,14.09013316,0,1,,,,
5402.095716,116.5999263,2,7,1.653479365,0,,,,
5403.831308,166.5425711,1.459769007,7,1.745302764,0,,,,
5400,107.788936,1.719260433,11.24676545,2,0,,,,
5402.529069,864.667142,0.317596016,44.57860776,0.754984303,-2,,,,
5404.841502,1055.815365,0.288557975,18.37896861,0.116529044,1,,,,
5400.358118,127.1369201,1.437442455,10.70285973,1.652091496,0,,,,
5400,1028.762555,0,14.72112946,0,1,,,,
5405.799988,1021.590044,0.332578578,16.40983742,0,2,,,,
5400,1032.159638,0.157638527,18.98973692,0,2,,,,
5406.125436,155.2015222,1.983296487,16.45763988,1.759097338,0,,,,
5400,1029.65542,0.224446235,13.49540161,0,2,,,,
5400,166.5851126,2,12.42986208,1.770281606,0,,,,
5406.630767,1050.386358,0.291462421,14.61131622,0.277007132,2,,,,
5410,992.1645065,0.190107941,15.41115062,0.328871838,1,,,,
5404.237394,1038.92126,0.518451896,21.04943099,0,1,,,,
5407.55078,108.716332,1.968629597,16.77210742,1.840820462,0,,,,
5404.781179,1007.768183,0.453601362,12.86787387,0.155057626,1,,,,
5410,143.7688016,1.72932282,11.59334216,1.901209597,0,,,,
5403.537373,138.9070611,1.680986503,18.64148721,1.453555701,0,,,,
5400,1020.574717,0,17.76830882,0,1,,,,
5400.837936,1037.266209,0.289246484,17.25402441,0,2,,,,
5406.17659,122.1507006,2,11.50263513,1.846413149,0,,,,
5400,147.3409359,1.750607046,21.96781199,1.721185429,0,,,,
5410,1028.248467,0.188043911,14.8812421,0,1,,,,
5408.836605,153.0420524,1.862158103,20.33143943,1.691206204,0,,,,
5409.078687,1051.540418,0.372778212,20.17834752,0.035097102,2,,,,
5408.328291,110.1983465,1.586655036,15.43423472,1.697899976,0,,,,
5400,151.9782544,1.87387878,7.576819477,1.81501485,0,,,,
5400,1044.594398,0.332270539,16.14065904,0.277750574,2,,,,
5402.656151,131.1583803,1.645158812,12.92776619,1.778757603,0,,,,
5404.890426,436.6755729,1.86061837,28.70975273,1.250181077,-1,,,,
5401.188237,297.5669941,0.884770964,18.72295122,0.154679588,-2,,,,
5400,1009.079555,0.130807936,19.25352665,0.244322561,1,,,,
5400.171143,143.6911989,1.961841165,6.087271537,1.499058407,0,,,,
5400,1005.339762,0.324637695,11.61966074,0,2,,,,
5400,127.7173638,2,9.901972103,2,0,,,,
5410,1035.360326,0.519396236,18.4856413,0.015416843,1,,,,
5402.818898,1031.983558,0.224972466,15.17776916,0.011842679,2,,,,
5410,994.425748,0.610408027,7,0.196622964,1,,,,
5400,1049.834229,0.205966173,8.978364284,0.043424689,1,,,,
5410,1015.066717,0.480259876,14.74292681,0,1,,,,
5401.179726,128.5626232,1.738217109,12.68981811,1.873243782,0,,,,
5403.506282,124.1143631,1.856553394,11.49287858,1.963846403,0,,,,
5405.247353,1050.772848,0.260660651,23.09234988,0.546008108,1,,,,
5402.622232,134.3530726,1.559687009,11.59478726,1.817716771,0,,,,
5402.426884,162.7595323,1.867831713,7,1.519422323,0,,,,
5400,103.7138376,1.526070164,7,2,0,,,,
5400,184.8979683,1.955567433,17.62003784,2,0,,,,
5400,139.8882573,2,11.63880017,1.493964848,0,,,,
5410,1018.712124,0.396275679,14.75214698,0.021594857,1,,,,
5400,147.8627277,1.890650779,13.28875387,1.693038765,0,,,,
5400,136.8383074,1.901526374,10.38241862,1.518045903,0,,,,
5410,156.2045566,1.861309255,22.1061919,1.953500111,0,,,,
5409.729118,1014.532168,0.300300014,14.70918006,0,1,,,,
5400,1008.847562,0.651113934,7.517893214,0,1,,,,
5409.107749,1009.691773,0.438260357,16.95443272,0.123243719,2,,,,
5400,986.8638785,0.404224322,14.20712266,0,1,,,,
5410,1034.361374,0.229865843,7,0.29147382,2,,,,
5407.710893,1066.431078,0.269151167,13.43958645,0,2,,,,
5401.498526,1022.850038,0.434705604,9.778717431,0,1,,,,
5401.52065,1020.806471,0.235257721,13.68239931,0.169499518,2,,,,
5400,1030.539612,0,16.3518738,0.283726139,1,,,,
5400,107.6916611,1.911893044,7,2,0,,,,
5407.38187,171.3926901,1.746003797,12.62891687,1.461018398,0,,,,
5407.28674,1055.396222,0.20005011,7,0,1,,,,
5400,1050.834501,0.167185943,16.96049266,0,2,,,,
5404.855471,1022.311792,0,13.91878291,0,2,,,,
5401.623409,860.6245704,1.205506339,21.86192254,0.16201091,-2,,,,
5400,1002.51972,0.350771163,17.81250213,0.126014505,1,,,,
5408.331793,115.8640823,1.698789956,7.446401055,1.44521123,0,,,,
5410,1008.394503,0.164638661,21.31231504,0,2,,,,
5406.731278,124.8993201,1.458201598,7,1.627807061,0,,,,
5410,163.0606683,2,13.41450118,1.530678466,0,,,,
5400,147.1747229,1.848775972,13.42371803,1.638064171,0,,,,
5400,1005.61386,0.62885937,11.86573203,0.302888472,1,,,,
5407.490115,1049.524751,0.734681683,21.65447292,0,1,,,,
5400,1005.624253,0.119376944,17.69557696,0,2,,,,
5410,137.7492587,1.384558346,14.29559734,1.829657938,0,,,,
5409.759595,165.8773876,1.004920894,7.124639131,1.56039154,-1,,,,
5410,1000.832931,0.287000278,20.60381554,0,1,,,,
5400,1034.966845,0.089157222,24.46579126,0.112132164,2,,,,
5401.773743,125.4771513,1.841541407,10.53698325,1.760647573,0,,,,
5401.895807,124.5976179,1.701038789,7,1.676676433,0,,,,
5410,1031.752355,0.110149008,13.41636743,0,1,,,,
5403.698102,280.1370279,0.287741515,18.67774818,0.24446333,-1,,,,
5400,175.0484801,1.972377535,11.7784676,1.949037137,0,,,,
5400,1021.664446,0.411986465,20.07766484,0.235448599,1,,,,
5400,1018.443225,0.020952253,19.64423723,0,2,,,,
5410,122.5090295,1.908964268,12.58609438,1.766780298,0,,,,
5408.447873,1017.260961,0.048548288,20.64806485,0.224531745,1,,,,
5410,123.7523729,1.908231927,11.36138484,1.802610632,0,,,,
5400,999.3503859,0.229288582,11.95319682,0.118472468,1,,,,
5400,993.291788,0.542264105,11.43556027,0,1,,,,
5404.4965,137.477169,1.563530166,7.119571277,1.879118099,0,,,,
5400,996.7711407,0.402108828,18.89337979,0,1,,,,
5400,132.4965255,2,14.24622986,1.918361865,0,,,,
5400,135.0741971,2,13.57821654,2,0,,,,
5400,1070.575289,0.188428487,18.61702516,0.062615196,2,,,,
5410,136.7168913,2,17.19419616,2,0,,,,
5407.363509,1028.145188,0.329304286,18.42232431,0.019713274,1,,,,
5400,125.4300653,1.319354282,9.587940593,1.586562059,0,,,,
5410,1001.397525,0.004294312,18.18948289,0.178926492,1,,,,
5403.973456,1010.933473,0.251505087,8.161626595,0.163220555,1,,,,
5408.145498,163.2869499,1.752883297,14.20877827,1.651884972,0,,,,
5400,1010.634718,0.012053955,8.055727996,0,1,,,,
5400,1100,0.239468782,15.05563307,0.042896707,2,,,,
5410,1027.107481,0.251499604,14.28443664,0.057892138,1,,,,
5410,1019.216063,0.348074226,10.27009647,0,1,,,,
5402.454272,118.5100322,1.395767648,8.437961,1.832461876,0,,,,
5400,1024.20823,0.250959202,7,0.081584446,1,,,,
5405.89234,180.4434972,1.576472281,16.38444038,1.968073741,0,,,,
5406.868019,148.8874593,1.747413125,7.868326796,1.545232944,0,,,,
5404.014691,297.5299641,0.740575272,27.53138769,0.824460344,-2,,,,
5400,1046.60544,0.636471171,22.41647643,0.166565501,1,,,,
5407.350272,560.3667144,0.883470364,20.64007777,1.106892195,-2,,,,
5400,1003.623226,0.074133794,7,0,1,,,,
5403.465048,179.373082,1.801164812,15.19421511,1.919711358,0,,,,
5410,1026.881675,0.26589889,16.19375437,0.432163297,1,,,,
5400,140.2399214,1.708273013,17.52703286,1.658166796,0,,,,
5410,133.4292556,1.730996856,22.55143743,2,0,,,,
5411.781832,193.5871552,1.990620835,13.29071092,1.692123535,0,,,,
5410,1024.380542,0.248416064,22.88206741,0,2,,,,
5410,140.6729992,1.767241234,26.47649844,1.916098809,0,,,,
5400.750511,140.532152,1.961614631,6.909564643,1.787300749,0,,,,
5410,1030.902011,0.308204637,25.83609886,0,2,,,,
5400,181.7942993,1.551842244,12.55087704,1.858223055,0,,,,
5406.462413,1010.016796,0.43790092,15.15493931,0.055685395,1,,,,
5407.2394,134.1585811,2.076313959,13.3149895,1.814777386,0,,,,
5410,125.9842179,2,18.88446952,1.718201206,0,,,,
5400,1019.568526,0.332501834,9.886973143,0.014870305,1,,,,
5401.472987,121.264628,2,7,1.72795562,0,,,,
5405.128409,518.5564402,1.010134248,31.81099375,1.0529837,-1,,,,
5400,167.7356131,1.607222362,10.01981058,2,0,,,,
5410,176.0209039,1.890390991,7,1.878514268,0,,,,
5401.279367,1061.738298,0.583538532,9.904537766,0,1,,,,
5409.587547,1051.660976,0.342848903,27.42424301,0.073998437,1,,,,
5406.430951,970.2357431,0.398105762,21.48836236,0,1,,,,
5400,122.5762009,1.997957584,12.06957311,1.74126751,0,,,,
5400,1011.887132,0.487757732,17.19035701,0,1,,,,
5404.773005,109.8089676,1.636798167,18.35326918,1.958162717,0,,,,
5401.0056,123.309189,1.58213607,8.852793219,1.609002027,0,,,,
5400,1029.139053,0.184981485,7.048237164,0,2,,,,
5409.282516,166.1092647,1.708689629,3.231466495,1.99046615,0,,,,
5400,1003.098553,0,11.96162924,0.350739895,1,,,,
5400,1016.053363,0.331779754,9.848363834,0.114263571,1,,,,
5410,136.1112375,1.520883154,14.74090672,1.662470799,0,,,,
5406.42203,100,1.658216377,17.2552534,2,0,,,,
5400,1026.43121,0.180290007,10.24516436,0,1,,,,
5410,1029.531476,0,15.55575519,0,1,,,,
5402.411145,142.9888231,1.836670408,18.5049007,2,0,,,,
