Radio Frequency,Pulse Width,Azimuth,Amplitude,Angle Of Elevation,Ground_Truth
5400,1020.321141,0.234714775,29.29289562,0.418027461,Emitter_2
5403.801317,1044.712832,0.351399132,21.57101389,0.661719962,Emitter_2
5405.896667,773.705949,1.762153155,19.10754342,0.471672455,Noise
5400,1031.684129,0.377178477,27.95773539,0.354781495,Emitter_2
5401.300311,110.4577104,1.779857825,13.8411037,1.646328554,Emitter_1
5400,1030.143991,0.417290334,35.86145965,0.764775061,Emitter_2
5400,154.6952157,2,13.21831792,1.672646562,Emitter_1
5400,1010.936466,0.391740815,34.23960943,0.686579713,Emitter_2
5410,983.3097236,0.258659323,24.31037148,0.406745841,Emitter_2
5401.162101,329.8109785,1.331945899,49.69699494,0.961851256,Noise
5410,125.3990674,1.703829149,7,1.779259994,Emitter_1
5403.529653,1002.20286,0.076208651,22.37402402,0.64087078,Emitter_2
5402.909852,172.1720206,1.848205848,7,1.955926805,Emitter_1
5408.356949,1071.788875,0.025466577,29.39958002,0.074335057,Emitter_3
5400,170.9303938,1.743443663,14.6081552,1.876188733,Emitter_1
5410.894653,142.2654528,1.944338106,8.646205431,1.843480262,Emitter_1
5400,1016.251974,0.43295842,27.51764538,0.48646811,Emitter_2
5410,1051.711203,0.242549732,35.77412117,0.199463633,Emitter_2
5400,130.2229589,1.66345431,11.34250568,1.685396433,Emitter_1
5400,120.0439073,1.691475811,18.69243208,1.849057805,Emitter_1
5409.423105,1010.052541,0,32.27840469,0.615028879,Emitter_2
5401.707361,157.964168,1.873928295,7,2,Emitter_1
5400,146.8976797,1.626663541,11.33895048,1.863617558,Emitter_1
5400,979.651961,0.238495208,28.07559406,0.54374025,Emitter_2
5409.247962,528.7095717,1.098581699,45.090338,1.455772328,Noise
5410,1040.870127,0.038984622,25.62367649,0.743324872,Emitter_2
5405.013207,396.3818672,1.741486375,18.18963193,1.165871402,Noise
5400,1070.06077,0,45.91117841,0.092707571,Emitter_3
5400,1065.262094,0,45.54649569,0,Emitter_3
5400,1055.307097,0,40.15668639,0,Emitter_3
5400,1023.19479,0.721659338,34.50088848,0.277476042,Emitter_2
5400,1026.691987,0.140530264,37.73136207,0.068721127,Emitter_3
5403.333012,639.1499364,0.852589014,37.45041812,0.447683136,Noise
5406.795555,145.8628422,1.806663501,9.730215143,1.694411092,Emitter_1
5402.357338,987.0946906,0.483384773,34.05984926,0.07366602,Emitter_2
5402.652447,1058.370898,0.450685704,47.88644638,0,Emitter_3
5403.59281,141.3615499,1.497049618,11.43182991,1.527353085,Emitter_1
5400,136.6685089,1.521009308,16.93794465,1.900436221,Emitter_1
5410,120.9937147,1.866158859,18.97067833,1.813336671,Emitter_1
5410,142.0844867,1.598408226,10.81101718,1.691136441,Emitter_1
5410,1077.533743,0.244021213,48.45082195,0.152113442,Emitter_3
5410,155.1711696,2,11.50886384,2,Emitter_1
5403.377362,1021.133091,0,39.15255897,0,Emitter_3
5400.075648,1007.718188,0.510941757,34.56264746,0.612767038,Emitter_2
5407.733793,180.9520075,0.462641868,20.03433996,1.385346061,Noise
5400.078592,1032.420157,0.198274331,26.5740741,0.622711091,Emitter_2
5406.298076,528.2640586,1.807651236,29.68807333,1.409440923,Noise
5400,127.6029423,1.734323042,7.170062583,1.436376375,Emitter_1
5410,1059.591513,0.200717514,50.88922537,0.290970718,Emitter_3
5400.783581,836.8531503,1.036068803,39.31605891,0.1535542,Noise
5402.713572,168.3387265,1.144969104,39.4869525,1.516545695,Noise
5400.914222,733.4305412,1.04087583,24.45966044,1.359256922,Noise
5400,1065.292715,0,44.61158821,0,Emitter_3
5410,1042.302238,0,25.09589889,0.61751319,Emitter_2
5403.787388,1028.61714,0.317749046,33.32444811,0.416822382,Emitter_2
5405.269096,1032.239225,0,42.50408837,0,Emitter_3
5401.236944,144.5062725,2,16.77628111,2,Emitter_1
5404.865469,1025.981931,0.395217037,22.68352512,0.385532284,Emitter_2
5400,1048.887008,0,44.14068177,0.225934243,Emitter_3
5406.717871,1052.473239,0,50.17195298,0,Emitter_3
5401.714738,129.4743318,2,12.21997132,2,Emitter_1
5405.60393,1017.093504,0.570941295,16.79920928,0.449708967,Emitter_2
5400,1035.215767,0.114119963,24.51309141,0.541039948,Emitter_2
5400,123.391256,2,15.98622165,1.548834564,Emitter_1
5410,119.6996008,2,10.39404826,1.841333878,Emitter_1
5400.555122,1019.252337,0.374000041,23.55107892,0.239555861,Emitter_2
5403.393669,141.0435522,1.691664866,17.92251062,1.891733813,Emitter_1
5410,1017.360022,0,24.68344718,0.557414314,Emitter_2
5408.927325,236.4037978,1.100130529,31.98956418,1.79638665,Noise
5409.887809,1007.649966,0.316168715,34.32598236,0.095355443,Emitter_2
5410,154.1970682,1.648965863,16.00236733,1.647722642,Emitter_1
5408.417334,658.8931305,1.003319858,13.28193797,0.406556643,Noise
5400,115.3705551,1.706776093,12.90471882,2,Emitter_1
5400,1027.462044,0.122550712,27.72457417,0.510174141,Emitter_2
5410,1060.082234,0.423113969,34.27854792,0.21542068,Emitter_3
5404.670446,136.7852172,1.5338935,17.47574792,1.729903197,Emitter_1
5410,159.6629919,1.465484084,7.35466535,1.937423636,Emitter_1
5400,1019.677181,0.642684693,30.73899255,0.480613748,Emitter_2
5405.860793,137.7133638,2,8.090353326,1.537926741,Emitter_1
5401.110823,146.0820324,1.635465119,21.85169393,1.585912379,Emitter_1
5400,109.6048514,2,10.51747363,1.882981973,Emitter_1
5410,143.7818926,1.599666056,7.88212364,1.840490428,Emitter_1
5409.507053,1036.538707,0.230406019,34.825609,0.359449867,Emitter_2
5404.726592,360.4177877,0.09707705,19.01024405,0.656901996,Noise
5400,1049.894337,0.24465347,26.70008693,0.471597527,Emitter_2
5410,1061.288576,0.460431906,27.07146249,0.621299383,Emitter_2
5404.385438,803.7366502,0.97547077,11.20765073,1.024150449,Noise
5400,135.9927634,1.582303892,21.36031824,1.882978088,Emitter_1
5409.472168,1008.013868,0.163915533,28.3582843,0.55061754,Emitter_2
5407.188989,1045.575123,0.366376927,31.14463912,0.318492443,Emitter_2
5400,114.6076134,1.785025037,13.96305361,1.960232136,Emitter_1
5407.746516,1027.216092,0.287218504,24.17193725,0.436850755,Emitter_2
5400.68231,1022.545229,0.363330865,32.69256462,0.66026449,Emitter_2
5402.403006,100,1.866907816,15.94332081,1.797023084,Emitter_1
5401.59263,146.212797,1.583284896,15.30237539,1.660164444,Emitter_1
5404.274965,155.4237135,1.479804965,9.612311565,1.713115029,Emitter_1
5410,145.7711597,1.99574002,16.07560328,1.701751747,Emitter_1
5409.77697,664.595192,0.762001889,46.36956975,0.954402479,Noise
5400.762256,1009.609276,0.531354145,31.83867763,0.750484031,Emitter_2
5404.368244,144.0077268,1.862359113,10.48396078,2,Emitter_1
5400,129.6149109,1.809996091,15.24202988,2,Emitter_1
5401.305025,1052.163308,0,45.21088334,0,Emitter_3
5400,186.6654139,1.836348223,7,2,Emitter_1
5402.394121,115.8195245,1.724452614,7,1.608901461,Emitter_1
5400,1044.558352,0.270069957,31.58892681,0.531090489,Emitter_2
5410,100,1.56628952,11.04621575,1.748004655,Emitter_1
5409.691033,1013.635232,0.510056457,35.29536876,0.39493984,Emitter_2
5410,139.7846302,1.760288462,13.02685728,1.808476476,Emitter_1
5401.845003,115.6850003,1.47399757,7,1.667892406,Emitter_1
5400,107.1281227,1.753461223,17.03677126,1.837420595,Emitter_1
5402.453691,236.9755641,0.73849778,42.2525865,0.235481676,Noise
5400.671769,121.9913219,1.761094357,11.70625848,1.733658192,Emitter_1
5397.990022,1018.173885,0.462694667,22.30489998,0.388723782,Emitter_2
5400,1041.211597,0.176758913,31.27544963,0.422752446,Emitter_2
5409.40714,1022.459087,0.19858055,33.5192461,0.455617476,Emitter_2
5398.983641,1013.591502,0.202032874,39.29971395,0.667774942,Emitter_2
5400,1008.102322,0.685745798,30.79430222,0.643048106,Emitter_2
5400,1039.0925,0.436762872,27.06045253,0.538787082,Emitter_2
5400.839116,119.6863815,1.963155538,19.3025436,1.895498946,Emitter_1
5405.850171,1040.869905,0.235484717,28.6293056,0.430494041,Emitter_2
5405.033019,1086.757881,0,46.72486462,0.436970163,Emitter_3
5409.135475,417.1666845,0.340678568,10.38177947,1.435940256,Noise
5402.810473,1025.255318,0.336623825,30.93590857,0.377690962,Emitter_2
5400,1092.802398,0,51,0,Emitter_3
5406.006018,644.8067755,0.284200929,38.15872249,0.095279778,Noise
5402.884203,1056.457206,0.312135036,30.3957637,0.638514849,Emitter_2
5400,1037.680775,0.288156993,32.53810993,0.466322903,Emitter_2
5404.458197,1037.457164,0.07800419,32.01290196,0.917183425,Emitter_2
5400,1004.635963,0.145186938,39.51345787,0.625327272,Emitter_2
5402.194725,928.6487679,0.670591303,32.75139356,1.9044706,Noise
5400,1042.40106,0.520306945,32.24941796,0.845504563,Emitter_2
5410,993.9501052,0.765578821,23.22448491,0.464825162,Emitter_2
5410,1023.505033,0.229431171,37.59574528,0.741829443,Emitter_2
5409.750294,133.4365785,1.746297654,11.43436237,2,Emitter_1
5400,147.8349259,2,17.49301788,2,Emitter_1
5409.564214,1052.410188,0.131960882,47.04427732,0,Emitter_3
5406.806123,995.9524179,0.217411846,29.52102536,0.469675233,Emitter_2
5400,1008.256826,0.411736204,29.28173781,0.232356445,Emitter_2
5407.268499,1059.79014,0.426773897,47.70920352,0.291821846,Emitter_3
5400,124.9283957,1.61958453,8.921443453,1.98147708,Emitter_1
5410,168.4597677,1.463179585,7,1.818226134,Emitter_1
5410,1047.164047,0.095586927,43.25234649,0.06645162,Emitter_3
5400,993.1098495,0.168455946,32.95631112,0.299661578,Emitter_2
5403.288367,1018.824838,0.218830762,26.98814649,0.425935511,Emitter_2
5400,118.1120177,1.831151202,7.897923985,1.895304712,Emitter_1
5400,1027.334013,0.227087324,28.49388502,0.385652063,Emitter_2
5400,167.2478071,1.708253932,8.157559279,2,Emitter_1
5400,102.2685832,1.863765208,10.81335071,1.756853026,Emitter_1
5400,1032.82235,0,45.66276761,0.263111316,Emitter_3
5400,1035.684261,0.354815405,30.94419141,0.464408428,Emitter_2
5400,156.9365845,2,9.363349205,1.760265613,Emitter_1
5407.896836,321.350056,1.598848975,42.01369539,0.162031374,Noise
5401.699353,1008.170481,0.369628769,27.05515008,0.353477277,Emitter_2
5400,103.4597075,2,9.348891936,1.633698154,Emitter_1
5410,140.6604499,2,14.57181127,1.715667254,Emitter_1
5410,1038.23469,0.270427763,31.111512,0.622764854,Emitter_2
5404.020654,113.1157844,1.914046225,42.17854358,1.647195021,Noise
5408.149779,989.9569499,0.23541743,26.39781169,0.699465761,Emitter_2
5409.332845,826.9487885,0.394962263,41.70038954,0.179909695,Noise
5404.036017,940.9585985,1.012982903,19.46610967,0.533312523,Noise
5400.495307,1017.093533,0.25284605,16.1776054,0.295964784,Emitter_2
5400,105.1596887,1.640414766,8.806935485,1.764326747,Emitter_1
5409.688154,114.8502527,1.760930037,12.95199803,1.810438203,Emitter_1
5405.760875,128.5221718,2,11.72160449,1.874783282,Emitter_1
5408.38107,122.5980145,2,13.41832826,1.805580914,Emitter_1
5406.892259,134.3399731,1.334279452,14.26835036,1.915054417,Emitter_1
5400,1044.578971,0.445426789,23.28245088,0.421001489,Emitter_2
5403.717231,1025.345059,0.34709008,25.90745836,0.560612991,Emitter_2
5400,147.3195349,1.692849231,10.8812187,1.726844524,Emitter_1
5410,125.6996035,1.879340079,10.85033695,1.878932701,Emitter_1
5403.009001,164.4394501,1.915824413,9.338745993,1.670361183,Emitter_1
5407.398134,137.3152172,1.655927169,11.35737333,1.873432115,Emitter_1
5400.276291,169.609264,1.781040559,17.51065823,1.724802921,Emitter_1
5400.461331,995.7756172,0.276038113,31.27313617,0.116116759,Emitter_2
5400,104.2363255,1.530326261,10.16048423,2,Emitter_1
5400,110.4597576,1.389276724,13.21502935,1.799313474,Emitter_1
5400,151.0959784,1.916087795,17.9921771,1.932882705,Emitter_1
5400,117.2193468,1.885251686,7.024318412,1.689925998,Emitter_1
5400.634507,989.4758002,1.09009207,36.29160879,0.106565899,Noise
5410,968.0362416,0.371382626,35.95302913,0.672853432,Emitter_2
5400,167.8884559,1.496227313,16.07459118,1.913006103,Emitter_1
5404.517709,161.6372679,1.258883676,13.97043083,1.502094979,Emitter_1
5410,986.8828958,0.28106709,39.73362237,0.351335255,Emitter_2
5404.316102,1060.642519,0.060919285,34.63254695,0,Emitter_3
5409.533679,988.0561106,0.070417494,24.53157256,0.561231706,Emitter_2
5405.913081,834.5481351,0.504299369,35.96836829,1.570870342,Noise
5400,1036.772585,0.186647102,31.58727329,0.553302379,Emitter_2
5400,158.5744896,1.757462438,7,1.36654325,Emitter_1
5400,1040.130821,0.01762922,33.19324504,0.126475178,Emitter_3
5410,127.2164255,1.43460619,9.037953949,2,Emitter_1
5410,102.2460295,2,11.12702254,1.894841269,Emitter_1
5400,153.6650199,1.747706396,9.216612056,2,Emitter_1
5400,999.5273989,0.037355444,33.08179798,0.298459558,Emitter_2
5410,105.8374957,1.877962249,7,2,Emitter_1
5405.807704,594.4155971,0.342714108,35.40626133,0.146178676,Noise
5400,110.0621058,1.865674915,14.05704519,1.965710998,Emitter_1
5400,1043.254751,0.000953648,41.56237555,0,Emitter_3
5405.373763,987.5247938,0.383458976,30.42128849,0.61120885,Emitter_2
5400,134.6062255,1.507384473,7,1.898916594,Emitter_1
5410,1001.715359,0.258825518,34.80605452,0.430809929,Emitter_2
5404.118889,680.5889625,1.43862737,27.43120727,0.647531418,Noise
5408.856315,727.1849185,0.499846249,47.67590616,0.586677826,Noise
5403.940109,151.9453402,1.675371837,16.23726283,1.645147181,Emitter_1
5406.677164,1043.192919,0.159671665,37.49487586,0.214853095,Emitter_3
5401.304946,160.5926677,2,9.695283954,2,Emitter_1
5400,161.9010535,1.774171679,13.29172995,1.538378608,Emitter_1
5403.935788,1018.280792,0.284994743,24.46356311,0.855544241,Emitter_2
5408.996896,136.7096295,1.784168206,11.38065686,2,Emitter_1
5400.908802,1026.125467,0.235395163,28.88227629,0.085759127,Emitter_2
5400.799843,446.0959063,1.845674945,26.80015029,1.083621539,Noise
5400,151.0437113,1.845144619,7.573964719,1.790547406,Emitter_1
5402.858496,462.2919341,1.739376941,24.22380105,0.038295671,Noise
5406.062861,142.9337945,1.774947386,7,1.956956721,Emitter_1
5400,1027.423864,0.628567064,32.88087432,0.507983728,Emitter_2
5410,150.209786,1.609544971,18.74363388,2,Emitter_1
5406.161011,143.9773137,1.643420865,12.33356125,1.714685483,Emitter_1
5400,1022.589077,0.195529914,24.74512077,0.475483854,Emitter_2
5400.593236,1077.747573,1.080542236,50.35064295,0.800195456,Noise
5410,135.6458062,1.674601365,10.44128074,1.803489329,Emitter_1
5403.24494,1033.4151,0.23321326,50.76298133,0.033658145,Emitter_3
5404.921501,136.2589188,1.961198368,10.93751526,2,Emitter_1
5410,1007.607652,0.39434208,31.83727416,0.297629411,Emitter_2
5407.064456,159.2868383,1.622276232,10.41489678,1.697442978,Emitter_1
5404.715312,131.7734645,1.939387329,7,1.658627209,Emitter_1
5405.876292,1055.633698,0.181252053,24.80778942,0.478984562,Emitter_2
5400,150.1380345,1.460199752,7,2,Emitter_1
5400,1008.357471,0,33.81210193,0.717151115,Emitter_2
5409.484661,1023.09372,0.269669841,21.63932115,0.584161066,Emitter_2
5404.569067,734.4673983,1.484510648,44.04985054,1.966344996,Noise
5410,128.9265948,1.446148123,11.96675904,2,Emitter_1
5400,179.4992416,1.744821097,11.54316865,2,Emitter_1
5410,153.1656148,1.846519577,15.05085522,1.844190328,Emitter_1
5410,1035.857762,0,44.35393283,0,Emitter_3
5407.47526,1040.757685,1.859867656,20.25153283,0.183396511,Noise
5400,145.3508001,1.878700688,15.72467583,1.66908134,Emitter_1
5400,127.6786682,2,7,1.648971272,Emitter_1
5400,1065.062629,0.058257338,35.12121694,0,Emitter_3
5400,978.664776,0.677709607,36.9269261,0.954397557,Emitter_2
5400,1008.613316,0.394380241,28.93543905,0.624732206,Emitter_2
5404.185916,1035.223056,0.76232786,33.56819043,0.496391337,Emitter_2
5406.386704,120.8060764,1.780740458,7,1.722397982,Emitter_1
5400,159.6158795,1.851400542,7.922349963,2,Emitter_1
5405.005956,1019.511163,0.495997218,18.87796878,0.705494439,Emitter_2
5400,1023.235809,0.349762257,33.65589839,0.397945715,Emitter_2
5401.24165,1006.765774,0.918799965,16.2240425,0.070123894,Noise
5410,1027.730085,0.252742495,44.23234001,0.518901353,Emitter_2
5405.083875,917.9862977,0.147442848,25.10763972,1.18701053,Noise
5400,1070.244612,0,48.71419918,0,Emitter_3
5400,1012.65405,0,40.32445788,0,Emitter_3
5400,1009.183345,0.360123131,26.27374987,0.691988839,Emitter_2
5404.291246,706.118187,1.335958558,37.18573729,1.540716356,Noise
5410,133.7940688,1.78599319,15.78591722,1.75431502,Emitter_1
5400,1032.39732,0.459944107,21.22389269,0.786629455,Emitter_2
5407.170113,133.4981324,2,8.409826481,1.85591864,Emitter_1
5410,146.8655776,1.820442729,14.7939392,1.932779944,Emitter_1
5400,132.7657788,1.936201522,11.68432733,1.734389476,Emitter_1
5403.718685,139.9877486,1.81261623,12.84468929,1.868686185,Emitter_1
5400,110.4911917,1.53483762,13.0084271,2,Emitter_1
5403.238655,1052.340003,0.228813573,47.25817899,0.040388982,Emitter_3
5400,1064.355959,0.248514661,37.61672627,0.154319794,Emitter_3
5400,146.1830967,1.861306007,7,1.911562974,Emitter_1
5410,114.1576837,1.884718021,9.944375176,1.883047193,Emitter_1
5410,203.0024,1.739281157,10.0493591,1.642865411,Emitter_1
5407.363134,341.563598,0.027565256,23.22313969,0.257015613,Noise
5403.642954,1002.954988,0.512077407,27.00942382,0.580255365,Emitter_2
5408.111083,119.3378583,1.863939814,12.5126944,1.693586706,Emitter_1
5409.15379,129.8160949,1.49658377,12.45957535,1.865342054,Emitter_1
5401.075222,155.9751617,1.892385463,9.21921466,1.509352924,Emitter_1
5409.061066,1050.999969,0,46.98700241,0.130124147,Emitter_3
5400,1032.187612,0.486460336,24.20183777,0.529143901,Emitter_2
5410,140.7970482,1.822999782,19.2016419,1.791628208,Emitter_1
5400,107.2786421,1.970063037,9.876137874,1.544927803,Emitter_1
5410,170.4513828,1.903062887,14.09718477,1.843184409,Emitter_1
5405.23398,150.7335282,2,15.62275011,1.81420022,Emitter_1
5409.857192,1029.523417,0.356271428,35.97447492,0.765877362,Emitter_2
5403.596603,427.0346256,0.808909132,36.49450215,1.106537203,Noise
5400,1009.935982,0.085672934,28.11231863,0.400863786,Emitter_2
5407.935017,148.5544568,1.881723783,8.944193422,1.510974381,Emitter_1
5407.14109,129.9289164,1.963164713,16.61366691,1.762169452,Emitter_1
5401.904078,936.7744489,1.003659243,45.29456422,0.694264551,Noise
5400,145.5994053,1.655957644,11.51724945,2,Emitter_1
5400.341733,1012.611314,0.475265629,34.98604865,0.436643679,Emitter_2
5401.389476,1081.031452,0.005468132,51,0,Emitter_3
5400,179.4155215,1.58040959,13.82724737,1.899170739,Emitter_1
5400.973537,172.9831708,1.673879345,12.79442556,2,Emitter_1
5400,137.9611905,1.760018485,10.46062372,1.768749861,Emitter_1
5400,161.4583362,1.535932313,14.55034138,1.847582494,Emitter_1
5403.223763,1067.212809,0.124469672,51,0,Emitter_3
5400,139.6019004,1.808404784,7,1.812139641,Emitter_1
5400,1063.253497,0,45.06348931,0.002549506,Emitter_3
5400,140.2356262,1.538432284,13.82311931,2,Emitter_1
5400,121.8516391,1.87721831,17.13411632,1.616718577,Emitter_1
5400.535274,461.4198778,1.691794984,49.92532627,0.435137083,Noise
5400,1081.622614,0.391984895,48.14262246,0,Emitter_3
5410,1015.979619,0.136456328,32.07360316,0.457854974,Emitter_2
5400,124.034453,1.958766862,13.89367328,1.957781767,Emitter_1
5400,1051.241625,0.298388503,31.20438036,0.832663379,Emitter_2
5400,116.1634386,2,10.92972263,1.78979387,Emitter_1
5410,122.1180716,1.799104554,7,1.640539238,Emitter_1
5400,157.964726,1.655830617,16.51435242,1.639969817,Emitter_1
5410,131.1575251,2,16.24277114,1.793073499,Emitter_1
5408.266429,980.9451155,0.218924137,35.84238727,0.639955403,Emitter_2
5403.843421,1057.246814,0,46.62286588,0,Emitter_3
5400,129.3386707,1.610940685,9.462472538,1.514356759,Emitter_1
5400,1060.287204,0,41.51897916,0,Emitter_3
5400,119.0186137,1.366616752,7,2,Emitter_1
5406.053177,1047.244175,0,39.56553938,0.385785806,Emitter_3
5400,167.4971358,1.408647023,20.0475436,1.707092592,Emitter_1
5400,113.7339373,1.881120737,11.52299607,1.885102618,Emitter_1
5404.286528,400.9602071,0.626803214,40.18954178,1.133985072,Noise
5410,119.1162496,1.730770925,7.801049171,1.542090911,Emitter_1
5410,1012.929291,0.284555859,34.05541549,0.752140402,Emitter_2
5400,1011.885809,0,33.08616371,0.806942321,Emitter_2
5403.66,1017.605313,0.32498145,42.61513571,0.865700458,Emitter_2
5404.354947,371.9438874,1.860645748,20.91572878,0.725682946,Noise
5408.113892,177.3262844,1.57325766,7.359586309,1.791350682,Emitter_1
5400,1011.215836,0.544086043,39.08343131,1.012312371,Emitter_2
5400,167.4025327,1.681766383,13.68325692,1.634054449,Emitter_1
5400,119.4116476,1.767405678,12.34873912,1.51407349,Emitter_1
5406.420493,107.2588736,1.789669714,7.721362303,1.59707975,Emitter_1
5401.470355,158.7047928,2,7,1.889913445,Emitter_1
5400,115.9164054,2,19.33265635,1.691017149,Emitter_1
5403.801282,139.0843887,2,10.91165221,2,Emitter_1
5409.144142,1080.705167,0.150416737,38.51795537,0,Emitter_3
5410,1023.810518,0.435963637,26.39093627,0.675182186,Emitter_2
5407.882603,1019.510257,0,31.97217602,0.319455385,Emitter_2
5410,131.1741987,1.293223087,10.22075058,1.946529908,Emitter_1
5407.882832,221.6398952,1.248626344,26.00060698,0.838391028,Noise
5400,155.6187837,1.778473886,10.3789841,1.64142735,Emitter_1
5400,1001.605198,0.254088466,29.51306102,0.320417472,Emitter_2
5402.649673,293.1093414,0.171298025,8.078565845,1.0421651,Noise
5400,146.168422,1.479554976,8.146318151,1.836521929,Emitter_1
5401.094775,157.6579045,2,14.33154662,1.775618213,Emitter_1
5402.05867,169.8474876,1.840875764,11.46173713,1.582229482,Emitter_1
5411.112663,1011.269885,0.647931883,25.63519332,0.317032688,Emitter_2
5400.080126,102.0834807,1.947543717,23.72419876,1.793843312,Noise
5400,1027.82546,0.535376595,25.57346598,0.483751729,Emitter_2
5410,131.376047,1.881913468,10.61253551,1.695039393,Emitter_1
5402.701712,1037.686697,0.329283935,30.96770167,0.211294227,Emitter_2
5405.295283,1023.043835,0.142891575,35.39139736,0.278888452,Emitter_2
5400,1008.444413,0,36.24680883,0.803126605,Emitter_2
5409.50546,1023.264729,0.190173448,35.16800227,0.517305828,Emitter_2
5401.408103,189.7314172,0.224994692,47.50825881,0.64463841,Noise
5407.318237,1069.517112,1.318704601,24.05191148,0.758815686,Noise
5402.366876,124.0566042,2,15.1422414,1.91272596,Emitter_1
5400,135.8880076,1.959151243,7,1.727275155,Emitter_1
5404.94412,1036.281437,0.272764056,37.77458726,0.225462486,Emitter_2
5400,1084.806769,0.119674244,45.8169637,0,Emitter_3
5405.811171,1081.55266,1.656182164,40.73597464,0.243829309,Noise
5403.565552,1020.090345,0.406717777,37.4545617,0.701669903,Emitter_2
5408.269245,1009.603836,0.279323872,30.38921123,0.571175372,Emitter_2
5400,117.9234651,1.952120254,7,1.918250719,Emitter_1
5407.572535,856.2469294,1.898562003,23.35100441,0.024449909,Noise
5405.05547,995.7887433,0.277285447,26.84147441,0.099944675,Emitter_2
5405.394893,140.8813211,1.896050702,10.40208261,1.493502441,Emitter_1
5404.516278,132.1595229,1.405578697,14.90973042,1.738590849,Emitter_1
5400,1072.915693,0.043020891,51,0,Emitter_3
5410,1071.751517,0,37.70463453,0.096891451,Emitter_3
5403.586275,1065.266232,0,45.57089451,0,Emitter_3
5400,146.6523264,1.913449834,12.99618031,1.451427137,Emitter_1
5400,1075.321633,0,50.74509208,0.313252542,Emitter_3
5404.732723,138.5897609,1.965149413,9.212412845,1.745610797,Emitter_1
5403.650754,113.468482,1.521948835,12.54158029,1.895824339,Emitter_1
5403.917719,153.3015881,1.585484155,16.3305701,1.966444747,Emitter_1
5400,1008.119797,0.274170057,36.75331301,0.60007091,Emitter_2
5400,1065.259692,0.203460407,51,0,Emitter_3
5410,1042.181067,0,40.50548098,0.091309783,Emitter_3
5400,1032.936212,0.676317221,29.34114128,0.461064908,Emitter_2
5404.176835,142.1642644,0.378265053,37.80850318,0.584362881,Noise
5400,166.546358,1.863082997,11.55724922,1.644892926,Emitter_1
5400.839448,849.9335542,1.372763371,9.050193252,0.381444944,Noise
5409.34976,1041.186431,0.122329339,28.28106476,0,Emitter_2
5400,156.8494674,1.67925995,14.26946157,1.91220111,Emitter_1
5404.21629,141.163278,1.706380862,14.13917789,1.965434649,Emitter_1
5403.227819,1004.354043,0.143801367,30.93935084,0.168343138,Emitter_2
5400,144.5094406,1.921844951,15.86925369,1.991294919,Emitter_1
5401.725281,153.5109164,1.782703302,16.76793645,2,Emitter_1
5401.643891,154.528792,2,9.706090523,1.820215928,Emitter_1
5410,163.9220818,1.522999847,15.44277442,1.634734552,Emitter_1
5400,135.0860148,1.627587116,12.89448095,1.786619286,Emitter_1
5407.828647,1027.551466,0.497435955,26.19845833,0.533490621,Emitter_2
5400,1022.272223,0.099182018,36.4061801,0.047353272,Emitter_3
5410,1068.186939,0.038526326,47.79330715,0,Emitter_3
5400,1044.606866,0,43.11116632,0,Emitter_3
5400,1031.966275,0.353958438,31.81187681,0.567320628,Emitter_2
5400.987967,119.4404581,1.58333878,14.15653389,1.547640772,Emitter_1
5402.138433,199.4489297,1.821296377,7,1.850537107,Emitter_1
5400,139.9507638,1.770564358,11.61164843,1.58858022,Emitter_1
5410,127.837755,1.948150672,15.84698855,1.634146161,Emitter_1
5401.622652,1007.232537,0.294714688,33.19807145,0.390752448,Emitter_2
5401.7794,1023.50332,0.085766386,32.04839661,0.344334456,Emitter_2
5402.626056,113.4433721,1.813008475,4.324798503,1.764713019,Emitter_1
5410,131.6377462,1.761509103,9.002362434,2,Emitter_1
5406.177367,1001.978459,0.344987926,25.98225947,0.500647822,Emitter_2
5410,136.1118183,2,9.216811352,1.464630704,Emitter_1
5405.890265,122.1291386,1.777766508,7,1.751763554,Emitter_1
5410,998.4188267,0,29.27167566,0.160397194,Emitter_2
5408.644964,986.0721719,0.68512822,32.20508736,0.82571559,Emitter_2
5400,1002.446995,0.357322116,30.3048446,0.268376327,Emitter_2
5404.923808,114.842895,1.724183211,14.55038135,1.555231366,Emitter_1
5405.670734,152.4101039,1.285364085,7.880708243,1.782262102,Emitter_1
5410,1036.910684,0.486000486,29.97161214,0.793530279,Emitter_2
5400,114.6107043,1.816263386,20.3473206,1.650761825,Emitter_1
5403.170221,1046.779094,0,41.08477037,0.216735427,Emitter_3
5403.572532,125.6098238,1.809242259,13.51846671,2,Emitter_1
5400.786916,464.4373084,0.627882654,42.86611781,1.531564798,Noise
5410,1000.372797,0.405087698,27.47953978,0.198011434,Emitter_2
5404.023924,1065.496565,0.227692413,9.728502388,1.563717464,Noise
5404.553974,1063.668519,0,44.51513429,0,Emitter_3
5402.835608,600.764932,0.556847969,24.70189312,1.400288848,Noise
5400.285845,1043.930422,0,51,0.173271625,Emitter_3
5406.040119,954.313327,1.190326901,30.2646132,0.917656547,Noise
5400,114.9445524,1.663110011,7.675944938,1.906665425,Emitter_1
5410,130.1757031,1.831439493,11.98659812,2,Emitter_1
5400,137.2851707,1.747772335,14.44854811,1.972016396,Emitter_1
5400,125.5564513,1.880220591,10.65756802,1.922910212,Emitter_1
